Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Continent
Czechia,CZE,1992,0.0,0.0,0.0,1.402,Europa
Czechia,CZE,1993,0.221,0.0,0.0,1.369,Europa
Czechia,CZE,1994,0.309,0.0,0.0,1.46,Europa
Czechia,CZE,1995,0.405,0.0,0.0,2.002,Europa
Czechia,CZE,1996,0.292,0.0,0.0,1.969,Europa
Czechia,CZE,1997,0.494,0.0,0.0,1.699,Europa
Czechia,CZE,1998,0.587,0.0,0.0,1.396,Europa
Czechia,CZE,1999,0.683,0.0,0.0,1.681,Europa
Czechia,CZE,2000,0.517,0.0,0.0,1.758,Europa
Czechia,CZE,2001,0.514,0.0,0.0002,2.054,Europa
Czechia,CZE,2002,0.494,0.0,0.0016,2.492,Europa
Czechia,CZE,2003,0.49,0.0,0.0039,1.383,Europa
Czechia,CZE,2004,0.580831,0.0001,0.0099,2.0191,Europa
Czechia,CZE,2005,0.648312,6.8e-05,0.02128,2.37991,Europa
Czechia,CZE,2006,0.912375,0.00017,0.049375,2.55073,Europa
Czechia,CZE,2007,1.187319,0.001754,0.125098,2.079338,Europa
Czechia,CZE,2008,1.456526,0.012937,0.244661,2.024335,Europa
Czechia,CZE,2009,1.86202,0.088807,0.288067,2.42962,Europa
Czechia,CZE,2010,2.146246,0.615702,0.335493,2.7894,Europa
Czechia,CZE,2011,2.705329,2.118,0.3968,2.1341,Europa
Czechia,CZE,2012,3.361419,2.1731,0.4173,2.2315,Europa
Czechia,CZE,2013,3.995469,2.0702,0.4783,2.8564,Europa
Czechia,CZE,2014,4.661073,2.1229,0.4765,1.9092,Europa
Czechia,CZE,2015,4.791685,2.2638,0.5726,1.7948,Europa
Czechia,CZE,2016,4.76655,2.131,0.497,2.0005,Europa
Czechia,CZE,2017,4.964567,2.193368,0.591038,1.8695,Europa
Czechia,CZE,2018,4.826179,2.339677,0.60933,1.6274,Europa
Czechia,CZE,2019,5.0306,2.2859,0.7,2.008,Europa
Czechia,CZE,2020,5.0917,2.2331,0.6991,2.1423,Europa
Czechia,CZE,2021,5.255897,2.1506805,0.6015169,2.4081883,Europa
Denmark,DNK,1965,0.0,0.0,0.0,0.025,Europa
Denmark,DNK,1966,0.0,0.0,0.0,0.026,Europa
Denmark,DNK,1967,0.0,0.0,0.0,0.025,Europa
Denmark,DNK,1968,0.0,0.0,0.0,0.021,Europa
Denmark,DNK,1969,0.0,0.0,0.0,0.022,Europa
Denmark,DNK,1970,0.0,0.0,0.0,0.024,Europa
Denmark,DNK,1971,0.0,0.0,0.0,0.024,Europa
Denmark,DNK,1972,0.0,0.0,0.0,0.024,Europa
Denmark,DNK,1973,0.0,0.0,0.0,0.024,Europa
Denmark,DNK,1974,0.0,0.0,0.0,0.024,Europa
Denmark,DNK,1975,0.0,0.0,0.0,0.021,Europa
Denmark,DNK,1976,0.0,0.0,0.0,0.019,Europa
Denmark,DNK,1977,0.0,0.0,0.0,0.026,Europa
Denmark,DNK,1978,0.0,0.0,0.003,0.027,Europa
Denmark,DNK,1979,0.0,0.0,0.006,0.029,Europa
Denmark,DNK,1980,0.0,0.0,0.0105,0.0341,Europa
Denmark,DNK,1981,0.0,0.0,0.0105,0.0355,Europa
Denmark,DNK,1982,0.0,0.0,0.0185,0.0303,Europa
Denmark,DNK,1983,0.033,0.0,0.0271,0.0335,Europa
Denmark,DNK,1984,0.033,0.0,0.0332,0.0302,Europa
Denmark,DNK,1985,0.036,0.0,0.0514,0.0297,Europa
Denmark,DNK,1986,0.051,0.0,0.1256,0.0286,Europa
Denmark,DNK,1987,0.061,0.0,0.1738,0.0294,Europa
Denmark,DNK,1988,0.08,0.0,0.2917,0.0328,Europa
Denmark,DNK,1989,0.126,0.0,0.4284,0.0229,Europa
Denmark,DNK,1990,0.21,0.0,0.6103,0.028,Europa
Denmark,DNK,1991,0.355,0.0,0.7401,0.0254,Europa
Denmark,DNK,1992,0.521,0.0,0.9154,0.0277,Europa
Denmark,DNK,1993,0.728,0.0,1.0342,0.0275,Europa
Denmark,DNK,1994,0.5733997,0.0,1.137,0.0326,Europa
Denmark,DNK,1995,0.64684045,0.0,1.1773,0.0303,Europa
Denmark,DNK,1996,0.8321832,0.000161111,1.2269,0.0193,Europa
Denmark,DNK,1997,0.9756674,0.000319444,1.9342,0.0192,Europa
Denmark,DNK,1998,1.078157,0.0004,2.8199,0.0273,Europa
Denmark,DNK,1999,1.3189089,0.000880556,3.029,0.0305,Europa
Denmark,DNK,2000,1.2996056,0.0012,4.2412,0.0302,Europa
Denmark,DNK,2001,1.5115592,0.0012,4.3060193,0.0276,Europa
Denmark,DNK,2002,1.8791215,0.001280556,4.876939,0.0318,Europa
Denmark,DNK,2003,2.4933515,0.001519444,5.5607834,0.0212,Europa
Denmark,DNK,2004,2.9107547,0.001838889,6.5831113,0.0265,Europa
Denmark,DNK,2005,3.1742494,0.002161111,6.614,0.0225,Europa
Denmark,DNK,2006,3.0699494,0.002213889,6.1079583,0.0234,Europa
Denmark,DNK,2007,3.105064,0.002494444,7.1712,0.0282,Europa
Denmark,DNK,2008,3.1405714,0.002622222,6.9278,0.0258,Europa
Denmark,DNK,2009,3.3202577,0.00375,6.7205,0.0189,Europa
Denmark,DNK,2010,4.5939307,0.006161111,7.809422,0.020641668,Europa
Denmark,DNK,2011,4.375025,0.015130556,9.774183,0.016869444,Europa
Denmark,DNK,2012,4.4460053,0.10386111,10.269938,0.017475,Europa
Denmark,DNK,2013,4.313503,0.51754165,11.123275,0.013419444,Europa
Denmark,DNK,2014,4.3018527,0.5955167,13.078503,0.015102778,Europa
Denmark,DNK,2015,4.200628,0.6042611,14.133092,0.018030556,Europa
Denmark,DNK,2016,4.845242,0.74378055,12.781731,0.019272221,Europa
Denmark,DNK,2017,6.248558,0.7514861,14.78,0.017872222,Europa
Denmark,DNK,2018,5.890091,0.952973,13.901956,0.014861111,Europa
Denmark,DNK,2019,5.949397,0.9632695,16.149834,0.016955,Europa
Denmark,DNK,2020,5.92386,1.180532,16.330214,0.017064,Europa
Denmark,DNK,2021,8.734226,1.2779185,16.031755,0.0163087,Europa
Eastern Africa (BP),,1971,0.126,0.0,0.0,8.9030695,Desconocido
Eastern Africa (BP),,1972,0.127,0.0,0.0,10.891284,Desconocido
Eastern Africa (BP),,1973,0.132,0.0,0.0,11.2493105,Desconocido
Eastern Africa (BP),,1974,0.136,0.0,0.0,14.267528,Desconocido
Eastern Africa (BP),,1975,0.133,0.0,0.0,15.188581,Desconocido
Eastern Africa (BP),,1976,0.146,0.0,0.0,16.743711,Desconocido
Eastern Africa (BP),,1977,0.149,0.0,0.0,19.092785,Desconocido
Eastern Africa (BP),,1978,0.155,0.0,0.0,18.23882,Desconocido
Eastern Africa (BP),,1979,0.161,0.0,0.0,19.775,Desconocido
Eastern Africa (BP),,1980,0.167,0.0,0.0,18.078556,Desconocido
Eastern Africa (BP),,1981,0.177,0.0,0.0,18.878674,Desconocido
Eastern Africa (BP),,1982,0.195,0.0,0.0,19.574581,Desconocido
Eastern Africa (BP),,1983,0.189,0.0,0.0,19.379673,Desconocido
Eastern Africa (BP),,1984,0.192,0.0,0.0,18.8871,Desconocido
Eastern Africa (BP),,1985,0.227,0.0,0.0,19.691685,Desconocido
Eastern Africa (BP),,1986,0.617,0.0,0.0,18.845373,Desconocido
Eastern Africa (BP),,1987,0.615,0.0,0.0,16.42696,Desconocido
Eastern Africa (BP),,1988,0.583,0.0,0.0,18.618456,Desconocido
Eastern Africa (BP),,1989,0.574,0.0,0.0,18.026215,Desconocido
Eastern Africa (BP),,1990,0.701,0.0,0.0,21.345568,Desconocido
Eastern Africa (BP),,1991,0.704,0.0,0.0,21.742558,Desconocido
Eastern Africa (BP),,1992,0.697,0.0,0.0,19.63299,Desconocido
Eastern Africa (BP),,1993,0.696,0.0,0.0,20.532532,Desconocido
Eastern Africa (BP),,1994,0.584,0.0,0.0,20.672321,Desconocido
Eastern Africa (BP),,1995,0.728,0.0,0.0,20.861898,Desconocido
Eastern Africa (BP),,1996,0.89209306,0.0,0.0,20.735678,Desconocido
Eastern Africa (BP),,1997,0.91009307,0.0,0.0,21.813017,Desconocido
Eastern Africa (BP),,1998,1.1445019,0.0,0.0,27.865046,Desconocido
Eastern Africa (BP),,1999,1.1321862,0.0,0.0,29.365875,Desconocido
Eastern Africa (BP),,2000,1.4997631,0.0,0.0001,30.854149,Desconocido
Eastern Africa (BP),,2001,1.5956526,0.000174,0.0,34.95843,Desconocido
Eastern Africa (BP),,2002,1.4887,0.000347,0.0003,37.998413,Desconocido
Eastern Africa (BP),,2003,1.8968,0.000347,0.0004,38.378887,Desconocido
Eastern Africa (BP),,2004,2.1822,0.000695,0.0009,38.95177,Desconocido
Eastern Africa (BP),,2005,2.1533,0.001373,0.0013,40.263622,Desconocido
Eastern Africa (BP),,2006,2.29319,0.005307,0.0048,42.559586,Desconocido
Eastern Africa (BP),,2007,2.20555,0.010109283,0.011,46.386646,Desconocido
Eastern Africa (BP),,2008,2.321822,0.019133093,0.01607,45.78768,Desconocido
Eastern Africa (BP),,2009,2.6787221,0.033482917,0.0267,48.020245,Desconocido
Eastern Africa (BP),,2010,2.936542,0.09736586,0.03821,53.977245,Desconocido
Eastern Africa (BP),,2011,2.9387567,0.1780468,0.03413,55.61847,Desconocido
Eastern Africa (BP),,2012,3.08965,0.24909586,0.1539782,58.066105,Desconocido
Eastern Africa (BP),,2013,3.436722,0.31052437,0.3147111,61.7628,Desconocido
Eastern Africa (BP),,2014,4.613438,0.40697262,0.4413035,65.99349,Desconocido
Eastern Africa (BP),,2015,6.3483105,0.46594086,0.7777217,65.373634,Desconocido
Eastern Africa (BP),,2016,6.4327717,0.5325438,0.8899006,61.86331,Desconocido
Eastern Africa (BP),,2017,6.6914,0.6092849,0.791775,64.54449,Desconocido
Eastern Africa (BP),,2018,7.2891254,0.72631985,0.862747,68.78536,Desconocido
Eastern Africa (BP),,2019,7.342404,1.0392841,2.2248955,68.631454,Desconocido
Eastern Africa (BP),,2020,7.147771,1.1710402,1.9754963,72.759254,Desconocido
Eastern Africa (BP),,2021,7.10964,1.3564011,2.6304996,77.95909,Desconocido
Eastern Africa (BP),,1965,,,,6.0475354,Desconocido
Eastern Africa (BP),,1966,,,,7.1675773,Desconocido
Eastern Africa (BP),,1967,,,,7.010667,Desconocido
Eastern Africa (BP),,1968,,,,7.197783,Desconocido
Eastern Africa (BP),,1969,,,,7.9119015,Desconocido
Eastern Africa (BP),,1970,,,,11.339996,Desconocido
Ecuador,ECU,1965,0.0,0.0,0.0,0.249,América del Sur
Ecuador,ECU,1966,0.0,0.0,0.0,0.285,América del Sur
Ecuador,ECU,1967,0.0,0.0,0.0,0.314,América del Sur
Ecuador,ECU,1968,0.0,0.0,0.0,0.328,América del Sur
Ecuador,ECU,1969,0.0,0.0,0.0,0.364,América del Sur
Ecuador,ECU,1970,0.0,0.0,0.0,0.405,América del Sur
Ecuador,ECU,1971,0.0,0.0,0.0,0.44,América del Sur
Ecuador,ECU,1972,0.0,0.0,0.0,0.445,América del Sur
Ecuador,ECU,1973,0.0,0.0,0.0,0.435,América del Sur
Ecuador,ECU,1974,0.0,0.0,0.0,0.5,América del Sur
Ecuador,ECU,1975,0.0,0.0,0.0,0.628,América del Sur
Ecuador,ECU,1976,0.0,0.0,0.0,0.605,América del Sur
Ecuador,ECU,1977,0.0,0.0,0.0,0.558,América del Sur
Ecuador,ECU,1978,0.0,0.0,0.0,0.791,América del Sur
Ecuador,ECU,1979,0.0,0.0,0.0,0.709,América del Sur
Ecuador,ECU,1980,0.0,0.0,0.0,0.872,América del Sur
Ecuador,ECU,1981,0.0,0.0,0.0,0.779,América del Sur
Ecuador,ECU,1982,0.0,0.0,0.0,0.895,América del Sur
Ecuador,ECU,1983,0.0,0.0,0.0,1.721,América del Sur
Ecuador,ECU,1984,0.0,0.0,0.0,3.233,América del Sur
Ecuador,ECU,1985,0.0,0.0,0.0,3.279,América del Sur
Ecuador,ECU,1986,0.0,0.0,0.0,4.012,América del Sur
Ecuador,ECU,1987,0.0,0.0,0.0,4.57,América del Sur
Ecuador,ECU,1988,0.0,0.0,0.0,4.826,América del Sur
Ecuador,ECU,1989,0.0,0.0,0.0,4.954,América del Sur
Ecuador,ECU,1990,0.0,0.0,0.0,4.9866877,América del Sur
Ecuador,ECU,1991,0.0,0.0,0.0,5.075921,América del Sur
Ecuador,ECU,1992,0.0,0.0,0.0,4.973581,América del Sur
Ecuador,ECU,1993,0.0,0.0,0.0,5.8101373,América del Sur
Ecuador,ECU,1994,0.0,0.0,0.0,6.5652776,América del Sur
Ecuador,ECU,1995,0.0,0.0,0.0,5.160551,América del Sur
Ecuador,ECU,1996,0.0,0.0,0.0,6.3434153,América del Sur
Ecuador,ECU,1997,0.0,0.0,0.0,6.5341773,América del Sur
Ecuador,ECU,1998,0.0,0.0,0.0,6.5060954,América del Sur
Ecuador,ECU,1999,0.0,0.0,0.0,7.176726,América del Sur
Ecuador,ECU,2000,0.0,0.0,0.0,7.6112313,América del Sur
Ecuador,ECU,2001,0.0,0.0,0.0,7.0706525,América del Sur
Ecuador,ECU,2002,0.0,0.0,0.0,7.524256,América del Sur
Ecuador,ECU,2003,0.0,0.0,0.0,7.180417,América del Sur
Ecuador,ECU,2004,0.00324057,0.0,0.0,7.4116993,América del Sur
Ecuador,ECU,2005,0.102856286,1.24e-05,0.0,6.8826394,América del Sur
Ecuador,ECU,2006,0.14555573,1.4875e-05,0.0,7.129493,América del Sur
Ecuador,ECU,2007,0.21875276,1.8162e-05,0.000962135,9.037655,América del Sur
Ecuador,ECU,2008,0.20832446,2.6687e-05,0.002682461,11.293333,América del Sur
Ecuador,ECU,2009,0.2165198,7.88e-06,0.003204417,9.225408,América del Sur
Ecuador,ECU,2010,0.23556188,0.0,0.00343485,8.636401,América del Sur
Ecuador,ECU,2011,0.27820036,5.812e-05,0.00334467,11.133088,América del Sur
Ecuador,ECU,2012,0.29635325,0.00032566,0.002398368,12.237723,América del Sur
Ecuador,ECU,2013,0.29578793,0.003663607,0.056702975,11.038825,América del Sur
Ecuador,ECU,2014,0.3994712,0.016482696,0.07974247,11.457895,América del Sur
Ecuador,ECU,2015,0.40775105,0.036057927,0.098806314,13.09627,América del Sur
Ecuador,ECU,2016,0.4897965,0.038754817,0.08395875,15.833842,América del Sur
Ecuador,ECU,2017,0.43085,0.03748,0.0734,20.08861,América del Sur
Ecuador,ECU,2018,0.42796764,0.038079325,0.08025777,20.678001,América del Sur
Ecuador,ECU,2019,0.45472345,0.16645227,0.085526936,24.664263,América del Sur
Ecuador,ECU,2020,0.47058,0.03776,0.0771,24.33326,América del Sur
Ecuador,ECU,2021,0.41493,0.03687,0.06201,25.57461,América del Sur
Egypt,EGY,1965,0.0,0.0,0.0,1.7324048,África
Egypt,EGY,1966,0.0,0.0,0.0,1.8252122,África
Egypt,EGY,1967,0.0,0.0,0.0,1.966633,África
Egypt,EGY,1968,0.0,0.0,0.0,3.0007727,África
Egypt,EGY,1969,0.0,0.0,0.0,3.9907181,África
Egypt,EGY,1970,0.0,0.0,0.0,4.6889834,África
Egypt,EGY,1971,0.0,0.0,0.0,5.0469546,África
Egypt,EGY,1972,0.0,0.0,0.0,5.161859,África
Egypt,EGY,1973,0.0,0.0,0.0,5.1530204,África
Egypt,EGY,1974,0.0,0.0,0.0,6.11645,África
Egypt,EGY,1975,0.0,0.0,0.0,6.792618,África
Egypt,EGY,1976,0.0,0.0,0.0,8.003533,África
Egypt,EGY,1977,0.0,0.0,0.0,9.037673,África
Egypt,EGY,1978,0.0,0.0,0.0,9.930392,África
Egypt,EGY,1979,0.0,0.0,0.0,9.607776,África
Egypt,EGY,1980,0.0,0.0,0.0,9.802229,África
Egypt,EGY,1981,0.0,0.0,0.0,10.213233,África
Egypt,EGY,1982,0.0,0.0,0.0,10.491655,África
Egypt,EGY,1983,0.0,0.0,0.0,9.815488,África
Egypt,EGY,1984,0.0,0.0,0.0,9.629872,África
Egypt,EGY,1985,0.0,0.0,0.0,9.148,África
Egypt,EGY,1986,0.0,0.0,0.0,8.972,África
Egypt,EGY,1987,0.0,0.0,0.0,8.9695,África
Egypt,EGY,1988,0.0,0.0,0.0,8.829,África
Egypt,EGY,1989,0.0,0.0,0.0,9.487,África
Egypt,EGY,1990,0.0,0.0,0.0,9.953,África
Egypt,EGY,1991,0.0,0.0,0.0,9.916,África
Egypt,EGY,1992,0.0,0.0,0.0,9.8,África
Egypt,EGY,1993,0.0,0.0,0.0,10.0925,África
Egypt,EGY,1994,0.0,0.0,0.0,10.728,África
Egypt,EGY,1995,0.0,0.0,0.0,11.192,África
Egypt,EGY,1996,0.0,0.0,0.0,11.484,África
Egypt,EGY,1997,0.0,0.0,0.0,11.771,África
Egypt,EGY,1998,0.0,0.0,0.0,12.1045,África
Egypt,EGY,1999,0.0,0.0,0.012,13.4405,África
Egypt,EGY,2000,0.0,0.0002,0.0805,14.178,África
Egypt,EGY,2001,0.0,0.0009,0.179,14.4135,África
Egypt,EGY,2002,0.0,0.001,0.2125,13.9945,África
Egypt,EGY,2003,0.0,0.001,0.286,12.939,África
Egypt,EGY,2004,0.0,0.001,0.5040505,12.8315,África
Egypt,EGY,2005,0.0,0.001,0.5101111,12.644,África
Egypt,EGY,2006,0.0,0.001,0.6050606,12.7845,África
Egypt,EGY,2007,0.0,0.0012,0.66243637,14.2175,África
Egypt,EGY,2008,0.0,0.0015,0.92981315,15.096,África
Egypt,EGY,2009,0.0,0.0022,1.0371939,13.7725,África
Egypt,EGY,2010,0.0,0.0252,1.4091434,12.9545,África
Egypt,EGY,2011,0.0,0.244569,1.4948249,12.99,África
Egypt,EGY,2012,0.0,0.504201,1.3362031,13.0275,África
Egypt,EGY,2013,0.0,0.025437,1.5765831,13.2365,África
Egypt,EGY,2014,0.0,0.139549,1.0281278,13.587,África
Egypt,EGY,2015,0.0,0.042,1.8945454,13.6835,África
Egypt,EGY,2016,0.0,0.23361,2.396693,13.1975,África
Egypt,EGY,2017,0.0,0.602545,2.1095762,12.788,África
Egypt,EGY,2018,0.0,0.553013,2.987391,12.812546,África
Egypt,EGY,2019,0.0,1.48996,4.978727,14.0795,África
Egypt,EGY,2020,0.0,2.8365073,6.848341,14.9035,África
Egypt,EGY,2021,0.0,2.8287573,7.6288185,14.636906,África
Estonia,EST,1990,0.0,0.0,0.0,0.0,Europa
Estonia,EST,1991,0.0,0.0,0.0,0.0,Europa
Estonia,EST,1992,0.0,0.0,0.0,0.0,Europa
Estonia,EST,1993,0.0,0.0,0.0,0.0,Europa
Estonia,EST,1994,0.0,0.0,0.0,0.0,Europa
Estonia,EST,1995,0.006,0.0,0.0,0.0,Europa
Estonia,EST,1996,0.005,0.0,0.0,0.0,Europa
Estonia,EST,1997,0.008,0.0,0.0,0.0,Europa
Estonia,EST,1998,0.012,0.0,0.0,0.0,Europa
Estonia,EST,1999,0.012,0.0,0.0,0.004,Europa
Estonia,EST,2000,0.013,0.0,0.0,0.005,Europa
Estonia,EST,2001,0.011,0.0,0.0,0.007,Europa
Estonia,EST,2002,0.027,0.0,0.0014,0.006,Europa
Estonia,EST,2003,0.026,0.0,0.0061,0.013,Europa
Estonia,EST,2004,0.031,0.0,0.0076,0.022,Europa
Estonia,EST,2005,0.033,0.0,0.0539,0.022,Europa
Estonia,EST,2006,0.038,0.0,0.0763,0.014,Europa
Estonia,EST,2007,0.036,0.0,0.091,0.022,Europa
Estonia,EST,2008,0.038,0.0,0.133,0.028,Europa
Estonia,EST,2009,0.314,0.0001,0.195,0.032,Europa
Estonia,EST,2010,0.742,0.0001,0.277,0.027,Europa
Estonia,EST,2011,0.783,0.0002,0.368,0.03,Europa
Estonia,EST,2012,1.001,0.0003,0.434,0.042,Europa
Estonia,EST,2013,0.667,0.0014,0.529,0.026,Europa
Estonia,EST,2014,0.74,0.0031,0.604,0.0267,Europa
Estonia,EST,2015,0.779,0.0059,0.7151,0.027,Europa
Estonia,EST,2016,0.885,0.009677,0.594,0.035,Europa
Estonia,EST,2017,1.038,0.014492,0.723,0.026,Europa
Estonia,EST,2018,1.261,0.030802,0.636,0.015,Europa
Estonia,EST,2019,1.299,0.0735,0.687,0.019,Europa
Estonia,EST,2020,1.777,0.1269118,0.844,0.03,Europa
Estonia,EST,2021,2.1158469,0.2521306,0.7421591,0.031054053,Europa
Estonia,EST,1985,,,,0.0,Europa
Estonia,EST,1986,,,,0.0,Europa
Estonia,EST,1987,,,,0.0,Europa
Estonia,EST,1988,,,,0.0,Europa
Estonia,EST,1989,,,,0.0,Europa
Europe,,1965,2.9090002,0.0,0.0,381.45035,Desconocido
Europe,,1966,3.9789999,0.0,0.0,414.05478,Desconocido
Europe,,1967,4.316,0.0,0.0,410.65195,Desconocido
Europe,,1968,4.8180003,0.0,0.0,437.10187,Desconocido
Europe,,1969,5.244904,0.0,0.0,442.712,Desconocido
Europe,,1970,6.952357,0.0,0.0,467.42227,Desconocido
Europe,,1971,7.0698833,0.0,0.0,473.05194,Desconocido
Europe,,1972,6.947608,0.0,0.0,483.52777,Desconocido
Europe,,1973,7.466391,0.0,0.0,489.05432,Desconocido
Europe,,1974,7.83506,0.0,0.0,527.9655,Desconocido
Europe,,1975,8.300942,0.0,0.0,527.5942,Desconocido
Europe,,1976,8.324597,0.0,0.0,504.19492,Desconocido
Europe,,1977,8.662292,0.0,0.0,594.7134,Desconocido
Europe,,1978,9.235139,0.0,0.003,615.8949,Desconocido
Europe,,1979,9.617958,0.0,0.006,640.884,Desconocido
Europe,,1980,10.604949,0.0,0.0105,637.35645,Desconocido
Europe,,1981,10.643523,0.0,0.0105,644.5633,Desconocido
Europe,,1982,9.836121,0.0,0.0185,626.81995,Desconocido
Europe,,1983,10.136652,0.0,0.030100001,649.14514,Desconocido
Europe,,1984,10.488478,0.001010101,0.0382,674.75525,Desconocido
Europe,,1985,11.89874,0.001010101,0.0574,650.6956,Desconocido
Europe,,1986,12.975209,0.001010101,0.1336,638.57153,Desconocido
Europe,,1987,12.817402,0.0,0.19080001,673.4357,Desconocido
Europe,,1988,13.609699,0.001010101,0.3297,699.463,Desconocido
Europe,,1989,13.474676,0.009090909,0.5154,635.6123,Desconocido
Europe,,1990,18.937754,0.0125,0.77946043,646.1752,Desconocido
Europe,,1991,19.534733,0.015500001,0.98002803,658.52045,Desconocido
Europe,,1992,20.659903,0.025088001,1.5350481,675.69965,Desconocido
Europe,,1993,22.833096,0.032383,2.284826,690.82385,Desconocido
Europe,,1994,23.9799,0.0346885,2.9792356,702.5557,Desconocido
Europe,,1995,26.28833,0.04484,3.8630292,705.6242,Desconocido
Europe,,1996,26.5231,0.04781141,4.8285856,661.9361,Desconocido
Europe,,1997,31.36772,0.056926243,7.295493,685.3179,Desconocido
Europe,,1998,35.309044,0.0670885,11.170979,710.20013,Desconocido
Europe,,1999,37.298702,0.08019806,14.223822,724.01434,Desconocido
Europe,,2000,40.83785,0.07447325,22.410215,750.92126,Desconocido
Europe,,2001,44.781166,0.1942025,26.865986,761.91907,Desconocido
Europe,,2002,50.947037,0.31475502,36.39815,692.4999,Desconocido
Europe,,2003,58.28682,0.46869773,44.852352,650.5362,Desconocido
Europe,,2004,69.246056,0.75109786,59.757095,700.42944,Desconocido
Europe,,2005,79.35107,1.5123832,71.59055,704.81067,Desconocido
Europe,,2006,89.888374,2.569088,83.65384,691.0072,Desconocido
Europe,,2007,99.9839,3.8777049,106.1637,705.1938,Desconocido
Europe,,2008,110.35963,7.589071,121.3246,724.58234,Desconocido
Europe,,2009,120.63333,14.324835,134.66466,728.03046,Desconocido
Europe,,2010,136.54741,23.495037,150.53226,764.53345,Desconocido
Europe,,2011,145.83566,47.10389,181.94289,680.4041,Desconocido
Europe,,2012,162.13869,72.233894,209.1829,731.2924,Desconocido
Europe,,2013,172.66672,86.55054,240.57028,783.6045,Desconocido
Europe,,2014,183.39012,97.48233,256.4001,776.928,Desconocido
Europe,,2015,194.83345,108.385086,307.4658,737.07294,Desconocido
Europe,,2016,197.5783,111.85476,307.5515,768.6971,Desconocido
Europe,,2017,202.82663,120.501144,366.5533,711.73627,Desconocido
Europe,,2018,208.48138,129.11078,383.71252,777.25073,Desconocido
Europe,,2019,215.07036,142.3568,438.09222,734.5362,Desconocido
Europe,,2020,219.37163,166.7337,489.22644,792.66,Desconocido
Europe,,2021,229.99367,185.31532,474.65585,808.83356,Desconocido
Europe (BP),,1965,3.009,0.0,0.0,302.19534,Desconocido
Europe (BP),,1966,4.101,0.0,0.0,324.5699,Desconocido
Europe (BP),,1967,4.489,0.0,0.0,324.46274,Desconocido
Europe (BP),,1968,4.997,0.0,0.0,336.23666,Desconocido
Europe (BP),,1969,5.422904,0.0,0.0,330.97592,Desconocido
Europe (BP),,1970,7.118357,0.0,0.0,346.07806,Desconocido
Europe (BP),,1971,7.2318835,0.0,0.0,349.56314,Desconocido
Europe (BP),,1972,7.122608,0.0,0.0,363.83298,Desconocido
Europe (BP),,1973,7.663391,0.0,0.0,369.3127,Desconocido
Europe (BP),,1974,8.04206,0.0,0.0,399.2913,Desconocido
Europe (BP),,1975,8.520942,0.0,0.0,407.51077,Desconocido
Europe (BP),,1976,8.485598,0.0,0.0,376.8347,Desconocido
Europe (BP),,1977,8.880291,0.0,0.0,456.27164,Desconocido
Europe (BP),,1978,9.372139,0.0,0.003,455.52872,Desconocido
Europe (BP),,1979,9.762958,0.0,0.006,479.14987,Desconocido
Europe (BP),,1980,10.74095,0.0,0.0105,464.76663,Desconocido
Europe (BP),,1981,10.753523,0.0,0.0105,470.4354,Desconocido
Europe (BP),,1982,9.836121,0.0,0.0185,466.30966,Desconocido
Europe (BP),,1983,10.136652,0.0,0.0301,480.12585,Desconocido
Europe (BP),,1984,10.510578,0.001010101,0.0382,485.19354,Desconocido
Europe (BP),,1985,11.904739,0.001010101,0.0574,502.99454,Desconocido
Europe (BP),,1986,13.018809,0.001010101,0.1336,486.09317,Desconocido
Europe (BP),,1987,12.875301,0.0,0.1908,529.5057,Desconocido
Europe (BP),,1988,13.6781,0.001010101,0.3297,567.469,Desconocido
Europe (BP),,1989,13.537276,0.009090909,0.5154,493.80594,Desconocido
Europe (BP),,1990,18.952852,0.0125,0.77946043,502.45715,Desconocido
Europe (BP),,1991,19.589434,0.0155,0.980028,513.0918,Desconocido
Europe (BP),,1992,20.713602,0.025088,1.5350481,529.6567,Desconocido
Europe (BP),,1993,22.907095,0.032383,2.284826,550.46674,Desconocido
Europe (BP),,1994,24.0489,0.0346885,2.9792356,557.19666,Desconocido
Europe (BP),,1995,26.537632,0.04484,3.8630292,564.8899,Desconocido
Europe (BP),,1996,26.7252,0.04781141,4.828585,548.0863,Desconocido
Europe (BP),,1997,31.68752,0.056926243,7.295493,567.67896,Desconocido
Europe (BP),,1998,35.57704,0.0670885,11.176479,593.9042,Desconocido
Europe (BP),,1999,37.4546,0.08019806,14.244322,598.18085,Desconocido
Europe (BP),,2000,41.000248,0.07447325,22.441713,617.6968,Desconocido
Europe (BP),,2001,44.94067,0.1942025,26.925287,611.99994,Desconocido
Europe (BP),,2002,51.008335,0.314755,36.43995,563.9807,Desconocido
Europe (BP),,2003,58.088623,0.46869776,44.90515,530.1677,Desconocido
Europe (BP),,2004,68.965454,0.75109786,59.806786,570.8031,Desconocido
Europe (BP),,2005,79.02817,1.5123832,71.64175,571.7242,Desconocido
Europe (BP),,2006,89.52852,2.5690877,83.77814,561.9314,Desconocido
Europe (BP),,2007,99.74035,3.8777049,106.507195,563.9646,Desconocido
Europe (BP),,2008,110.142426,7.5890713,122.1649,593.03314,Desconocido
Europe (BP),,2009,120.76332,14.324835,136.15523,589.7449,Desconocido
